のぼりくだりのかたがいらっしゃるから進行方向左あ進行わたくしの場合は進行方向後ろに乗ると便利ということが書いてあったらよかったなとその時ふと	ほんと
その人が今度鬼になると	交代ですね
終わって	うーん
国というふうに思ってましたところ	へえ
そうやってコミュニケーションをすることがわたくしにとって最大の趣味だといえると思います	そうなんですねーはい
あのプレイなんですねですから頭をしょっちゅう使ってないとなかなか	あーそうですかー
スムーズには	ああ
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	あーそうですか
大江戸線に	うーん乗られてええ
形式だったと思います	あっそうなんですねー
チャレンジしたいなということが1番したい	うーん
稼いでねあの家を建てたかったというのが	あーそーなんですねー
えー今から六十年ぐらい前で油絵	へー
それをとおって	へー
電話をしなさいしてくれと書いてあったんです	凄い
そのお流の	へー
まーこういう風な内容の趣味のことをこれからも続けていけたらな	そーですよねー
メールなりで楽しい生活を送っております	あっそーですかーなによりですねーお孫さんとはい
ほとんどがあの釣りが多かったです子供の頃は	あっ釣りなんですね
内緒で持って来たんだから是非とも	あはははは
1泊泊まって	へえ
まーそれはなかなか夢がね叶わなくて	ええあーそうなんですね
兵隊がが来て	ええ
えー感謝され褒められたことが嬉しかったことですね	はー素晴らしいですね
近くの	原っぱで行事あったんですねなんか
たくさんありすぎてい困りますが一番ということになると一つしか	一番は
その浮浪児	あはいはい
大きな喜びでございました	あー懐かしく思い出されるんですねー
理事長をしてます	あそうなんですか
あー飛び方じゃなくてゴムにかかってとそれで飛んじゃってそいで向こう側に行けばよしと	そうです
あのー迎い	あっそうなんですね
男の子達ともよく遊びましたけどもやっぱり男の子と女女の子とこう別れてあそ遊んでたような気がします	うーん
あのージャイアンツ	あー
ま健康に恵まれてることが	そうですよね
編み物はね機械を使って	あー機械
だから	はあええ
治るような	はぁ
とってもとっても宝物にかえられないぐらい嬉しいです	ねー羨ましいわー
花が咲く	うーん
それと私女子医大に長くあの入院しておりまして出たり入ったりしておりましたのでこの辺をちょっとあの	もうご存知なんですね
大学じゃなくて小さい子供たちをですねえー教育で育てると	ああ
入っていましてまよ迷うこと	そうでしたかええ
そいで都庁まで行きまして都庁で乗り換えて	乗り換えをして
それがアメリカで作って売ってるという	へえ
とっても	えー
この麻雀は学生時代に悪い友達に	あっ
んですけども	あーピーマンはい
まー何しろ色々なものに興味がありまして年甲斐もないって言われますがお友達にはまだまだ私は前向きに色々の趣味を	どんどんやって
もう荷物がたくさんありすぎてどこから手をつけていいかわからないような状態なので	あー
雑貨雑貨	そっちのほうに
えー縄跳びとか羽根つお正月は	羽
まーあー	ねーでもすごいやってらっしゃる
商学部をおー選択しえー商学部に	あはい
僕の幸せだろうから	そうですね
電話をしなさいしてくれと書いてあったんです私たちは先にでますということで私はあのその時わーやったっと思って	そーですねー
一週間に	うーんうん
五月二十五二十六と二日間に	2526はい
スキーですねスキーは未だに	ほう凄い
ほんとにえー小学校の始めの	んー
大掃除とそれから片付ける	やー大変ですよね
えーまず挙げられるのはゴルフですね	あっゴルフですね
男の子達ともよく遊びましたけどもやっぱり男の子と女女の子とこう別れてあそ遊んでたような気が	あっそーなんですねー
どーいうところで生活を彼らはしてこういうふうになってんだろうかと	はぁ
えー人の	えー
そういう感じでしたけど大体男の子と遊んでるのほうが多かったので	へー
一服し	ええ休憩されて
大掃除とそれから片付けることを	そうですねー
あー日本名でもって	んー
あのー絵手紙の	ほー
興味というか価値を見出してますね	はいうーん
おとこ男の子みたいに乱暴に	活発に
はいえーと遅刻しちゃいけないと思いまして9時ちょっと過ぎに家を出まして原宿まで	そうですか
順番に並んで捕虜になっちゃうっていう風なで最後にあのー残った人が勝ちだっという風なことだったりですね鬼ごっことか	そうですかええ
上まで	滑る
かいまーしてもいるいるおりますけども海外旅行に	ああ
えー非常にあのー友人関係も増えるし	ええそうですね
おーとってもですけど	うーん
のが	そういう大学が
ときにとくに若いうちの	なるほどありますよね
たくさんビデオなりCDがありますのでそれを持ってきてもらったり	あー
そしてその日まー	ふーん
看取って	まあちょっと辛いですねええうん
えー今から六十年ぐらい前で油絵習ってたっていうのはみんなびっくりされるんですけども	珍しいと思いますはい
あの絵具と違ってね顔彩えー顔の	あー
泥棒さんみたいねって言われて恥ずかしかった	あ
まー何しろ色々なものに興味が	そうですね
新宿うー西口駅から	新宿はい
母の日にあのお花を贈って	あへえ
遊びの中で教えてあげたら	あー
降りた駅で昔は連絡板というのが駅に	ありましたね
今はまあ若干歳とともに飛距離等が落ちてきておりますのでえースコアも若干落ちてますけれどもそれでも同年代の人に比べたらですねまだまだ十分	わー
十人ぐらいで	それは凄い
山手線回りで	あー
それから大磯とかそういうところに行っています	うーんはーいいですねー
まーそいじゃー航空管制官になれなればだいじょぶかなと	あー
