子供がですね3人あの	ああ
子供がですね3人あの女の子ばっかしなんですけど	あーそうですか
子供がですね3人あの女の子ばっかしなんですけど	あ
子供がですね3人あの女の子ばっかしなんですけど産まれて	へー
子供がですね3人あの女の子ばっかしなんですけど産まれて	あそうですかええ
子供がですね3人あの女の子ばっかしなんですけど産まれて	そうなんですかはい
ことですねで	はあ
ことですねで	ええあ
ことですねでさらにまー今現在ではですね孫もおりますので	そうですか
ことですねでさらにまー今現在ではですね孫もおりますので	はあ
ことですねでさらにまー今現在ではですね孫もおりますので	へえ
ことですねでさらにまー今現在ではですね孫もおりますので	あはい
ことですねでさらにまー今現在ではですね孫もおりますので	あはー
ことですねでさらにまー今現在ではですね孫もおりますのでそういう意味では	そうですかええ
あの他の友達なんかに比べて非常にあの恵まれてるという	そうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで	そうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも	そうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝し	いやー
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝し	そうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝し	そうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしく	楽しそうですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと	いいですねー
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	あーそうですか
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	あそうですねーはいあっいえお孫さんがいるんですかいいですね
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	そうですねあっはい
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	あそうですか
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	いいですね孫お孫さん
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも感謝しうれしくなったと思います	ええええそうですよね
あとはあの大学を卒業してからですね	ああ
あの一番当時では難しい鉄鋼メーカーに	あー
あの一番当時では難しい鉄鋼メーカーに	まあ
あの一番当時では難しい鉄鋼メーカーに	うんえー凄い
あの一番当時では難しい鉄鋼メーカーに	うんうんま
就職する	凄い
就職することができたんですね	そうですか
就職することができたんですね	あ凄いですね
就職することができたんですね	あっ良かったですね
就職することができたんですね	凄いですね
就職することができたんですね	へえ
就職することができたんですね	あー
就職することができたんですね	あそうなんですか
就職することができたんですね	あー凄いですね
就職することができたんですね	へー凄いですね
で	そうですか
でこれがまずとっかかりで非常にうれしくてですね	うーんええ
でこれがまずとっかかりで非常にうれしくてですね	うんうんあそれは嬉しいです
えー今まで	ほんと
えー今まで経験してなかったことこれあの仕事の面でもそれから人の面でも	はあはあ
そういう事がありまして	へー
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ	あーそうですね
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ	えー
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ	あー
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の	そうですね
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の	凄い
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の	そう
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があると	あーそうですか
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があると	ああ
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるという	うーん
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるという	いいですね
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということで	いいことですね
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということで	いいです
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということで	はあ
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということで	そうですね
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということでそういう意味では	ほんとに
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということでそういう意味では非常に感謝しておりますですから	はあ
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の私があるということでそういう意味では非常に感謝しておりますですから	うんそうです
